he_word,en_word
לבדם,themselves
וחמישים,and fifty
מהמשאית,from the truck
בטור,in a column
בירי,shooting
בפיג,in pyjamas
יכסה,will cover
וגנב,and a thief
נדרשו,required
לניהול,for management
בנקודות,in points
מרצ,meretz
שכבו,lie down
דיווחת,report
תובנה,insight
סדינים,sheets
רנדולף,randolph
לרוחות,for the spirits
ולבנות,and build
בקרבות,in battles
כלשהוא,somehow
מבוסטון,from Boston
מסייע,assists
אורנג,orange
פאבלו,pablo
המינון,the dosage
אייזיק,isaac
וחכם,and wise
גבעה,hill
מהסיבות,for the reasons
צוואה,will
באקלי,buckley
בהסכם,in the agreement
מנותקים,disconnected
התמותה,mortality
מעטפת,casing
בקופה,at the checkout
הנסתר,the hidden
להחריד,horrifyingly
מהדורה,edition
בקבלת,on receipt
להשמע,be heard
ישכחו,will forget
ישע,salvation
נסיעת,trip
מעוותת,distorted
נעימות,pleasantness
הית,heath
מצדו,on his part
ליים,lime
ששברתי,i broke
ענייה,poverty
פוליסת,policy
שהדם,that the blood
וגדל,and grew
חצו,crossed
מהלכת,walking
בפסטיבל,at the festival
סמכויות,powers
נחל,stream
בהירים,bright
מתוחים,tense
ההרואין,heroin
בלבך,in your heart
ואותו,and the same
במכירת,in the sale
תעיז,dare
שמפנייה,champagne
הכפול,the double
לסל,to the basket
זיכרו,remember
שאשמע,i will hear
לטקסס,to Texas
המיליון,the million
מנוולים,bastards
היפותטי,hypothetical
המכריע,the decisive
בתרבות,in culture
מותח,thrilling
בחשד,on suspicion
לגרוע,derogate
תקשור,channeling
במיכל,in the container
תעדיף,would you prefer?
המאמנת,the coach
מזמזם,buzzing
מלאו,fill
פתאומית,suddenly
בחילות,nausea
גלאגר,gallagher
התקלקלה,it broke down.
טייק,take
שנפתח,which opened
קבורים,buried
חלומותיי,my dreams
שפרנק,frank
רימונים,pomegranates
אירע,happened
שהקדשת,that you dedicated
קטנטנה,tiny
ולגבי,and about
המומחים,the experts
איווה,iowa
צבאות,armies
אבירי,gallant
ולנצח,and forever
כימותרפיה,chemotherapy
במכוון,on purpose
רגינה,regina
ב-16,on the 16th
המפואר,the magnificent
הקשות,keystrokes
להרהר,reflect
יסון,jason
שהספינה,that the ship
מאבי,from my father
פולחן,cult
לשכפל,duplicate
הכתה,beaten
אהובים,beloved
כמתנה,as a gift
מדוזה,jellyfish
תקפת,attack
שיעמוד,to stand
פורסטר,forester
הנזירה,the nun
בהקיץ,daydreaming
מנודה,outcast
התבנית,the template
לאלי,to Eli
הצלקות,the scars
לפיד,torch
מאומץ,adopted
בבשר,in the flesh
לוקהארט,lockhart
השטות,the nonsense
שאפתן,ambitious
תרקדי,dance
אטווד,atwood
עטלפים,bats
שיערתי,i thought
באימונים,in training
בסנאט,in the Senate
ערמומית,cunning
אלרגיות,allergies
הבן-אדם,the human being
מופתעים,surprised
מתקני,facilities
חרוץ,diligent
לאירועים,for events
בסיום,at the end
למערכות,for systems
הרגיז,annoyed
תעיפי,fly away
שביום,that day
התפקידים,the roles
החבית,the barrel
בפורט,in the port
בסאות,in the South
מקרוני,macaroni
אלוורז,alvarez
המכוערת,the ugly one
בייגלה,pretzels
לוכד,catcher
חופי,coastal
לקפל,fold
גלויות,openly
תבטחי,trust me.
אגוזי,nutty
משתווה,equals
להתרסק,crash
עורכי-דין,lawyers
סלחתי,i forgave.
תשפוט,judge
שבטים,tribes
תאגידים,corporations
שהשאיר,who left
גיבורי,heroes
דימם,bleed
שברון,misfortune
שולי,marginal
השיחים,the bushes
מלחים,salts
שארגיש,i will feel
קציני,officers
רגשותיי,my feelings
יזל,yazel
בלוג,blog
בברך,in the knee
אפספס,i miss you.
גאדג,gadget
פיצוצים,explosions
חתמה,stamping
אייבל,abel
אישן,ishan
ששאר,remainder
הרציף,the platform
להיחשף,to be exposed
לתגבורת,for reinforcements
החוזים,the contracts
מהארץ,from the country
ציינת,you mentioned
נוויל,neville
תקנות,regulations
מבדר,entertaining
השביעית,the seventh
אפריע,i will disturb
שלמדנו,that we learned
ואיבדתי,and I lost
הטיפולים,the treatments
גנרטור,generator
מיותרת,unnecessary
נמוכות,lowness
השתנת,you changed.
לאנגלית,to English
הרחיק,move away
משמעותו,its meaning
משגיחים,supervisors
הוואן,the van
ברקים,lightning
השבור,the broken
ליפן,to Japan
קוקראן,cochran
ארוס,eros
מחמאות,compliments
תורו,turn
עצמאות,independence
הארונית,the locker
בקרקס,in the circus
סטיין,stein
גופתי,my body
רעילים,toxic
מפצה,compensatory
פיסות,pieces
אכזבת,disappointment
שקיימת,that exists
אבנה,avne
יגנוב,will steal
מסקנה,conclusion
יסיימו,will finish
קדומה,ancient
התחמק,dodged
זכרים,males
מכלי,container
לדרכך,your way
לגילוי,for discovery
המזויפת,the fake
מילותיו,his words
למברט,lambert
שיפוץ,renovation
קפיצות,jumps
הגיבה,responded
נהגים,drivers
היאכטה,the yacht
נדרשת,required
בחברות,in companies
להעברה,for transfer
about,about
בצילום,in photography
קוקטיילים,cocktails
לביים,to direct
ענקים,giants
החלפנו,we exchanged
מקסיקנית,mexican
מורם,raised
בחשכה,in the dark
שתחתום,that you sign
צרפתים,french
ובזה,and in this
לצוף,float
העלובים,the wretched
אפרסקים,peaches
בעיצומו,in the middle of it
ריקרדו,ricardo
שמאלית,left-handed
תימשך,will continue
לכזה,for such
תזרח,shine
גולדברג,goldberg
קללת,curse
שעוקבים,who follow
אקסטרים,extreme
קראסטי,krusty
תעופי,flight
בעודנו,while we are
בנעימים,pleasantly
סאשה,sasha
המאהבת,the mistress
מצמצם,reducer
בוידאו,on video
פורבס,forbes
השלד,the skeleton
בדיאטה,on a diet
הקירור,cooling
אדוארדו,eduardo
מאסי,massey
השריר,the muscle
מעשיי,my actions
אולגה,olga
ליברטי,liberty
קיימן,cayman
שהולכת,that goes
הקטלני,the deadly
שחלמתי,i dreamed
הנחשים,the snakes
mkv,mkv
מנוי,subscription
פיזיקה,physics
פטריוט,patriot
הציב,placed
שלשול,diarrhea
להיבחר,to be elected
הקריב,sacrifice
ריזולי,rizzoli
סיסמא,password
טמבלים,idiots
לטפח,cultivate
משניכם,both of you
פורח,flourishing
זונת,whore
נזיז,we will move.
אביכם,your father
בסך-הכל,in total
הנמצא,which is located
השרביט,the wand
לשעות,for hours
מקומיות,local
טירונים,novices
from,from
מהמזרח,from the east
הכוכבת,the star
נשדד,robbed
הגישו,submit
טיפס,climbed
יתקן,will fix
מבצעי,operational
שתעבוד,that you work
פראנסיס,francis
לואיזיאנה,louisiana
נרוויח,we will earn
לחתול,for the cat
בבעלי,in my husband's
מגרה,stimulating
לנשוף,blow
החבאת,you hid.
מזרק,syringe
המיניות,sexuality
בתיאבון,with appetite
הנעילה,the lock
וולטרס,walters
ההזדמנויות,the opportunities
כריסטה,christa
ספרה,digit
שיהפוך,to become
רלסטון,ralston
משיכת,pulling
מרשעת,shrew
אריקסון,ericsson
דייר,tenant
מסרת,you sent.
וטום,and Tom
פנדורה,pandora
שתפסת,that you caught
תסגיר,you will surrender.
רוקן,empty
ישרדו,will survive
אייריס,iris
הבועה,the bubble
מסעות,travel
טרייה,fresh
מקביל,parallel
שנשארה,that remained
מתקרר,cooling down
שבנה,shabna
הבקבוקים,the bottles
התצהיר,the affidavit
לילדות,for girls
נענו,answered
לעסקי,for business
השליכו,thrown away
מסרו,they sent
לפרנס,support
טכנולוגיות,technologies
לאחסן,store
יקרע,will tear
המאבטח,the security guard
גוץ,short
תעשייתי,industrial
בגלריה,in the gallery
תשקול,consider
שראוי,worthy
מתגלה,revealed
יוטה,jute
שהפסקת,you stopped
כור,reactor
בהזמנה,by order
וונסה,vanessa
מטלפון,from the phone
שתשב,you sit down.
ששתיתי,i drank
מריל,merrill
וראית,and you saw
נשען,leaning
לוקווד,lockwood
תחי,live
צווארה,her neck
מזיעה,sweating
ובכלל,and in general
הימ,him
מכוסות,covered
עוזבות,leaving
דאש,dash
וובסטר,webster
לדרוס,run over
מארגנת,organizer
שלפי,shelby
פוצצו,blown up
לביל,to Bill
משנינו,from both of us
תיפסו,thipsu
נתק,disconnect
מכעיס,infuriating
מפית,napkin
לעזרתנו,to our aid
סיינפלד,seinfeld
להתעניין,to be interested
שביתת,strike
למסדרון,to the hallway
הפירמידה,the pyramid
המבוך,the maze
מייס,mace
מכ,from
לאתמול,for yesterday
שרידן,sheridan
מוצקות,solidity
חיישני,sensors
לראשו,to his head
גנובים,stolen
שתצליחי,may you succeed.
ברבע,in a quarter
זריזה,agile
דוראנט,durant
רחום,merciful
סמוראי,samurai
אדפוק,i'm sorry.
הרכיב,the component
נאלצים,forced
כגבר,as a man
היותי,my being
תעצום,increase
אננס,pineapple
תחתון,lower
בכיתת,in the classroom
הנפלאים,the Wonderful Ones
העלייה,the immigration
לנישואין,for marriage
דרווין,darwin
שבמשך,that during
הגריל,the grill
כשחושבים,when you think
המתווך,the mediator
השולט,the one who rules
הגנרטור,the generator
ליי,lei
ההשקעות,investments
ממצב,from a situation
שרברב,plumber
המחבוא,the hideout
נכדים,grandchildren
ההתרמה,the fundraiser
הבחינות,exams
תכריחי,forced
בייגל,bagel
פריים,frame
לשחקן,for the player
נותק,disconnected
עיניהם,their eyes
להילחץ,to be stressed
זאנדר,zander
סירבת,you refused.
תזונה,diet
שריצ,sharitz
שמכר,who sold
מוכיחה,proves
הפחדתי,i scared
let,let
קלפי,ballot box
אהנה,i will enjoy
ולכי,and you
ריאיון,interview
המעילים,the coats
מאהבת,lover
להגנתך,for your protection
השמעת,playback
הותיק,the veteran
ובריח,and the bolt
מהסירה,from the boat
צנועה,modest
ההרצאה,the lecture
בירך,in the thigh
דרושים,jobs
מהות,essence
חשדתי,i suspected
בביצה,in the swamp
ובחור,and a guy
הסטייק,the steak
אלצהיימר,alzheimer's
ובמה,and on what?
עמה,with her
מהים,from the sea
מרשתי,my client
ידועות,known
הלהבות,the flames
לבשו,wear
שהמטרה,that the goal
הארבור,the Harbor
ופרי,and fruit
תאטי,slow
יובילו,will lead
-ג,-third
אולפן,studio
בפרופיל,in profile
ריאליטי,reality TV
מוחבא,hidden
הדגימות,the samples
לתרגל,practice
כתפיים,shoulders
לסוסים,for horses
נראיתי,i looked
ירפה,yarfa
הפרדה,separation
k,k
סמלת,symbol
ולקחו,and they took
שישאר,will remain
מתמקד,focusing
הנהלת,management
שתהפוך,to become
שקרניות,liars
ויחד,and together
סיפרנו,we told
מרותק,captivated
כששאלתי,when I asked
דסטין,dustin
הדרכונים,passports
יזרקו,they will throw
הגילוי,the discovery
שטני,devilish
כפיתיון,bait
ובזהירות,and carefully
גייס,recruit
טפסים,forms
במצבך,in your situation
האיכות,the quality
מזלזל,irreverent
אול,ol
שהלקוח,that the customer
בעילום,incognito
חלבונים,proteins
קובר,burial
מיטצ,mitch
תזהה,identify
שיעבור,let it pass
הבגד,the garment
שנחשוב,let's think.
קטנטונת,tiny
הוץ,hotz
העפר,the dirt
מכופף,flexor
כו,yes
רגלייך,your feet
הכרזה,declaration
דיקס,dicks
בהונג,in Hong
ההגשה,the submission
לרשות,at your disposal
תצפי,observation
פליישמן,fleischmann
הסרסור,the pimp
בלימוזינה,in a limousine
לאיי,to the islands
נהרוס,we will be destroyed.
תפוסה,tonnage
שסתום,valve
אמשוך,i will pull.
נרדמה,fell asleep
שנותנים,those who give
קוטר,diameter
השכם,early
ךתוא,goodbye
התייחסות,reference
לווייתנים,whales
המתאימים,the appropriate
שצדקתי,that I was right
מטרו,metro
היוצר,the creator
ירחם,have mercy
מרחץ,bath
לבאר,explain
מהנושא,from the topic
תסתדרו,you'll be fine.
התדמית,the image
לעבריינים,for criminals
נעלבתי,i was offended.
כדוה,earth
מעצבנים,annoying
במעבדת,in the laboratory
אטלנטיק,atlantic
טורקיה,turkey
ממוצא,origin
שאוותר,i will give up
סונדרס,saunders
רובנו,most of us
אבה,father
ציורי,picturesque
שמנות,obesity
הוספת,adding
גידלה,growing up
תשלמו,you will pay.
לחלקים,for parts
קונדס,prankster
שכואב,that hurts
קיימתי,i held
בטחוני,security
כאמצעי,as a means
שגילינו,that we discovered
בשיחות,in conversations
ניפרד,we will part.
מתאהבת,falling in love
חלם,dreamed
הושמדו,destroyed
הטיסות,the flights
כיסה,covered
העיניין,the eye
מכף,from a spoon
ממלאת,fills
שמפו,shampoo
למועצה,to the council
תוצר,product
יאלץ,will force
וחוזר,and again
איוואן,ivan
בראשון,on the first
גרסת,version
האמצע,the middle
האווטר,the Avatar
וביקשתי,and I asked
תעצמי,empower yourself
בצינוק,in the dungeon
בקוטר,in diameter
מרפה,let go
המר,convert
לקבלה,for reception
המדעי,the scientific
יימסון,jameson
ושניהם,and both of them
עדינות,delicacy
הכנף,the wing
במצבי,in my situation
הצפייה,the viewing
היפ,hip
הטכניקה,the technique
דולפינים,dolphins
ידאגו,will take care
אילנה,ilana
טקטיקה,tactics
לרחמים,for mercy
נציב,commissioner
יריבים,rivals
המחצית,the half
נקלע,stumbled upon
כבויים,off
מהחתונה,from the wedding
ביצת,egg
פרודים,divorced
פנסיה,pension
הביתי,domestic
ישיגו,will achieve
ובתור,and in turn
עגילים,earrings
דגלים,flags
לאדי,for Eddie
סינגר,singer
רבתם,you fought.
דתיים,religious
מציית,obeys
תקינים,normal
במפתח,in the key
במתח,in tension
לכתר,besiege
עוינת,hostile
ששתיכן,you are welcome.
לנוער,for youth
לאומנות,nationalism
כשהגעת,when you arrived
הרקמה,the embroidery
מעקף,bypass
הכספי,the Caspian
פטר,peter
כבי,off
העכברים,the mice
קרלסון,carlson
הפעלתי,i activated
הממונים,the superiors
בודדת,lonely
תורה,torah
הריפוי,the healing
בשניהם,in both
פליליות,criminality
השארי,remain
קטטה,brawl
ניגן,played
מהכיתה,from the classroom
אלזה,elsa
תשכנע,convince
דיסקים,discs
שדיבר,who spoke
מבוזבז,wasted
להניף,hoist
מט,matte
שאמה,shamma
בסמסטר,in the semester
קפדן,strict
שנאלצתי,i had to
ננס,dwarf
לאוניברסיטת,to the university
גאונה,genius
אספור,i will tell.
העתידי,the future
מחבואים,hide and seek
שקרא,who read?
שניסע,let's go.
מהכיס,out of pocket
בנייד,on mobile
גלגול,rolling
במנזר,in the monastery
הבידוד,isolation
שתשלח,to send
שהתקשר,who called
מאמריקה,from America
האמונות,beliefs
חיוביות,positivity
שהצליח,who succeeded
דרלה,darla
השביתה,the strike
צרחה,scream
פעוט,toddler
פשטידת,pie
אוגר,hamster
יחליטו,they will decide
ויטו,vito
לפיכך,therefore
הדגול,the Great
שעבדנו,we worked
עפרונות,pencils
תתפלל,pray.
אירו,euro
ווהו,whoo
cos,cos
הקקי,the poop
שיעצרו,to be arrested
שידבר,let him speak.
במלכודת,in a trap
ביצענו,we performed
ארדוף,arduff
חוויאר,javier
כקבוצה,as a group
לאחים,for the brothers
יואן,yuan
עורקים,arteries
הנטל,the burden
באנרגיה,in energy
מלקק,licking
קלינדה,kalinda
המנצחים,the winners
כפוף,subject
צחקת,you laughed.
שהטלפון,that the phone
כדיי,for me
כספם,their money
ישתלם,it will pay off.
השילוב,the combination
שדניאל,daniel
רסיסים,shrapnel
פגשו,met
אסלה,toilet
סלסה,salsa
שהרוח,that the wind
לשכר,for hire
קוריאני,korean
חייזרית,alien
ראשונית,initial
יצלצל,will ring
אמאל,amal
שקועה,sunken
עורי,dermal
am,am
שאשים,i will blame
מגפה,epidemic
המלגה,the scholarship
דוראן,duran
וגברים,and men
תסביך,complex
דרבי,derby
להלחיץ,to stress
בעורק,in a vein
הפצועים,the wounded
במזנון,at the buffet
טמון,hidden
בורן,bourne
הנוספת,the other
הכינור,the violin
באבל,in mourning
אבעט,i will kick
הוסיף,added
מדבקות,stickers
הקציר,the harvest
סופג,blotter
הפתעת,surprise
להיחשב,to be considered
נשארות,remaining
אמבט,bathtub
והשותף,and the partner
פסקל,pascal
התכופף,bend over
ולמכור,and sell
ובעלך,and your husband
דירוג,rating
מדרך,from the road
והעבודה,and the work
לק,nail polish
הסימפטומים,the symptoms
לאישתך,to your wife
ולכתוב,and write
טיפלנו,we took care of
עבדול,abdul
בשבועה,under oath
השודד,the robber
לתלמידים,for students
טובין,goods
ורודה,pink
ניצבים,extras
השמונים,the eighties
p,p
טייסים,pilots
מבן,from Ben
גופם,their bodies
טי-ג,t-G
המנות,the dishes
הסוגים,the types
ברברי,barbaric
הפיזיקה,physics
המשלחת,the delegation
קיצוצים,cuts
לנפץ,shatter
לאליפות,for the championship
מחוסל,finished
סוכרייה,candy
לשטיח,for the carpet
התעלפה,fainted
במילא,in Mila
מהמסעדה,from the restaurant
פילגש,mistress
תמחק,delete
ברנסון,branson
will,will
באפילה,in the dark
מסווה,disguise
תביעת,claim
לטמיון,down the drain
לחדרו,to his room
בחיפושים,in search
משגיחה,supervisor
מריק,merrick
התעצבן,get angry
מעייף,tiring
נושמים,breathing
לחתולים,for cats
שהערב,that evening
ותיתן,and give
שטיחים,carpets
קציצות,meatballs
ולשחרר,and release
במר,in Mr.
מקסין,maxine
שופע,abundant
שהשופט,that the judge
הסטודיו,the studio
אשכים,testicles
לודאי,surely
לקייט,for Kate
צדדית,sideways
מניסיון,from experience
הגירה,immigration
עקבה,trace
למעקב,for follow-up
בו-זמנית,simultaneously
משפחתיים,family
האטצ,hatch
רכבו,his vehicle
שסאם,shasam
שיצרת,you created
אוכף,saddle
ואשתי,and my wife
לספרד,to Spain
תרגילי,exercises
משמשים,apricots
תתכבד,be respectful.
ומטה,and below
מדליקים,light up
התרמה,fundraising
יימצא,will be found
הבדידות,loneliness
מטיס,metis
נתקלים,encounter
לסת,jaw
שגיאות,errors
הולוגרמה,hologram
החשיש,hashish
שקווין,shequin
למושל,to the governor
בגלגול,incarnation
החלשה,weakening
השלכת,disposal
כיבה,turned off
הודיתי,i admitted
לכבודך,in your honor
סיכן,risked
בייל,bale
לורנה,lorena
אביהם,their father
want,want
הנעדר,the missing person
שעוברים,who are passing
מואר,lit
התעוררו,wake up
שנהניתם,did you enjoy?
לאמיתו,to the truth
מחבריו,from his friends
מצחיקות,funny
סגירה,closure
ספונטני,spontaneous
לפתיחת,to open
וטרינר,veterinarian
אנדראה,andrea
כוחם,their strength
בפורטלנד,in Portland
הדגמה,demonstration
פוקד,commanded
כיוונתי,i aimed
מתרגלים,practitioners
הספרדי,spanish
אייד,evaporate
דחו,rejected
הטיפשה,the fool
ארקוד,arkod
חטאים,sins
האחיזה,the grip
לקונגרס,to Congress
לשמים,to the sky
גוד,good
פרנקים,franks
קופי,simian
למיין,sort
שבוי,prisoner
בעשרים,at twenty
מפחידות,scary
החלטתם,you decided
שהכנסתי,that I entered
חותרת,rower
הפריחה,the bloom
פורשה,porsche
בחינת,examination
למכוניות,for cars
וapos,and
הביס,defeated
אִמָא,mother
שמפחיד,that's scary.
קלינט,clint
מתאבד,suicide
הטנק,the tank
ששתי,shashi
מנורת,lamp
מגירה,drawer
בצופים,scouts
להתמקח,bargain
קארול,carol
כשבאתי,when I came
ווג,vogue
מעניקים,granting
מרכזית,central
עיניכם,your eyes
ובירה,and beer
לנפשו,alone
מחלון,from the window
חיטוי,disinfection
הקישור,the link
החזרות,returns
משחה,ointment
דוגמן,model
בסיפון,on deck
בעדם,in their favor
באריזונה,in Arizona
מחברה,from a company
מחבוא,hiding place
ניזון,nourished
מהכיסא,from the chair
רטובים,wet
פסיכו,psycho
ללילי,to Lily
אנשק,i will kiss
לבדיקות,for tests
לכבס,wash
דחתה,rejected
נעלים,shoes
פריך,crisp
האוול,howell
שהנשים,that the women
תרדמת,coma
צחקוקים,giggles
שאותם,which ones
האף.בי.איי.,the FBI
יפוצץ,will explode
יפלו,will fall
הפסגה,the summit
סטטי,static
השתגעו,go crazy
במשפטים,in sentences
פיתוי,temptation
יתחתן,will marry
מוטות,rods
במין,in kind
באוהיו,in Ohio
שתלטנית,domineering
ויוליה,and Julia
שתחכה,you wait.
חוקרי,researchers
האדמות,the lands
מ-10,from 10
הליווי,the escort
השחי,armpit
כותרות,headlines
כשתראה,when you see
הביצוע,the execution
well,well
היווני,greek
הכלבות,the bitches
הצווארון,the collar
בעונג,with pleasure
הקוטלת,the killer
טיג,teague
תמימות,innocence
חסה,lettuce
מאימא,from mother
לואיזה,louisa
דוקר,docker
רקדתי,i danced
צבים,turtles
רוחי,my spirit
ולנקות,and clean
בילוש,detective
אובריאן,o'Brien
האשליה,the illusion
מביתו,from his home
השתקפות,reflection
קיסרי,imperial
למתקפה,for the attack
נסוגים,retreating
בגדו,betrayed
נהוג,driven
התגלו,discovered
בחייאת,bye
שהביאו,who brought
אחוזה,estate
סוונסון,swanson
הבישוף,the bishop
המיילים,the emails
אתמוך,i will support
חליל,flute
מריר,bitter
יצביעו,will vote
da,yes
ננהל,we will manage
מתחרז,rhyming
לברלין,to Berlin
עבדתם,you worked.
להיענות,to respond
וזפין,and Zephyr
דונגי,waxy
מוחץ,overwhelming
בדימוס,retired
חאקים,judges
מפיות,napkins
אלברטו,alberto
דוט,dot
בחן,test
חפיסת,pack
מזוייפים,fake
המרגלים,the spies
נגדית,counterpart
פתרתי,i solved
האדומות,the red ones
מבועת,terrified
מוזס,moses
חידוש,innovation
דיאט,diet
השעועית,the beans
מהגשר,from the bridge
בקטטה,in a fight
וילר,wheeler
יבגוד,will betray
תשחקו,play
צג,display
נאותה,adequate
למרחב,for space
בומר,boomer
לתגובה,for response
לבניית,for construction
תחסכי,you will save.
הקרס,the hook
בליגת,in the league
לקופסה,to the box
חטוף,kidnapped
שמאז,since then
ללבי,to my heart
מפלרטט,flirt
האלפא,the Alpha
תקרע,tear
חשמליים,electric
סעו,go.
כדה,pot
שורץ,teeming
off,off
הסירו,removed
ביסודיות,thoroughly
שנוח,comfortable
מקו,from Mako
ארוויח,i will earn
האזרחי,civil
ושמה,and her name
חביבה,dear
החסכונות,the savings
מוצרט,mozart
המפטון,hampton
לנון,lennon
שנעלה,we will lift
מלחיצה,stressful
חנקן,nitrogen
שפכתי,urethral
להלן,below
שנוגע,concerning
אמינים,reliable
גורלנו,our fate
הסניף,the branch
סליי,sly
דוגמיות,samples
לידיו,to him
משמיע,hearer
נפרץ,hacked
פאביו,fabio
מקוון,online
מילאת,filled
במייל,by email
טייסת,squadron
שהרס,that destroyed
מתאבל,mournful
נורטון,norton
חיידק,bacteria
מקיפים,surrounding
כשמשהו,when something
לקדוח,drill
משפטיים,legal
התודעה,consciousness
ראביט,rabbit
שניתנה,given
אנינג,anning
שהשתמשו,who used
מקהלה,choir
משומר,canned
תשרוף,burn
עדיפויות,priorities
בריבית,at interest
התייצב,stand up
הקמתי,i established
לטומי,for Tommy
למותך,to your death
חיפושית,beetle
גרוטאות,scrap
הנופש,the resort
עליות,increases
ריילן,raylan
הקברניט,the captain
הטארדיס,the Tardis
מתחתיו,under it
u,u
חתלתולה,kitten
בערימת,in a pile
להרפתקה,for adventure
לוקי,loki
דפיקה,knock
ומפחיד,and scary
יצפו,expected
מנגינה,tune
הזוי,delusional
להטיף,preach
talyn,talyn
אסרב,i refuse.
כליל,completely
מהארוחה,from the meal
האגדות,the legends
במתקפה,on the attack
מהמרפסת,from the balcony
הצוק,the cliff
כדבר,as a matter of fact
החנון,the nerd
האכילה,eating
תאום,twin
הדודן,the cousin
ממונה,superior
בוגי,boogie
קארד,card
שזקוקים,who need
הפועל,verb
להחמיא,compliment
יגיב,will respond
ולבוא,and come
כיביתי,i turned it off.
שכיבות,push-ups
אלחץ,i will press.
להתפזר,disperse
דווינה,davina
הבודדים,the lonely
ל-4,for 4
שיוצאים,going out
קילוגרם,kilogram
אליזבט,elizabeth
שרצתה,she wanted
הפסיכולוגית,the psychologist
קבצן,beggar
ממזמן,from a long time ago
שוורץ,schwartz
עול,burden
ציפו,expected
להגזים,exaggerate
היועצת,the counselor
שאכין,i will prepare
נתרכז,let's concentrate.
לרייצ,to Reitz
שקשורים,related
מטילה,laying
להתרענן,freshen up
קונטיקט,connecticut
נפוצץ,exploded
הבכירה,the senior
ליבם,their hearts
התגעגענו,we missed you.
האיטלקים,the Italians
התאומות,the twins
מסד,foundation
הצביעה,the coloring
אתפלל,i will pray.
תחלים,you will recover.
העיקריים,the main ones
לליל,for the night
ההחלמה,the recovery
מאבטחים,security guards
שורדת,survivor
מתרסק,crashing
שטיפה,washing
יעיד,will testify
פנלופה,penelope
מאחוריהם,behind them
פטור,exemption
אערוך,i will edit
להתקף,to have a seizure
ודני,and Danny
ראלד,raeld
לבובי,to Bobby
בוקרים,cowboys
מזכירת,secretary
הורעל,poisoned
מכסחת,mower
אקבע,i will determine
לנס,lance
חשפה,revealed
המהות,the essence
חיבב,liked
מייחל,wishes
ממורמר,disgruntled
זירות,arenas
סמסטר,semester
סובלנות,tolerance
וכלי,and tools
תבוסה,defeat
תוקפני,aggressive
הלטינית,latin
סיכום,summary
שהמסיבה,that the party
התאמנו,we practiced.
דרייב,drive
שנפגע,who was injured
בפגישות,in meetings
הטי,hetty
קבלנו,we received
נועזת,bold
החלקתי,i slipped.
המשקיעים,investors
לערוב,guarantee
והופך,and becomes
כעסת,you were angry.
עדוי,adoy
down,down
אטריות,noodles
מרידית,meredith
יעקוב,jacob
מתנקשים,assassins
טרול,troll
משגר,launcher
שנאלצת,that you are forced to
ההשפעות,the effects
פוקוס,focus
מרשימים,impressive
בתאריך,on the date
מידות,dimensions
המרכיב,the ingredient
העל-חלל,hyperspace
צווי,orders
דרכינו,our ways
נשכב,let's lie down.
הסכינים,the knives
שמתחשק,feel like it
שונאות,hatred
נטיות,tendencies
מניין,minyan
להיחלץ,to escape
לבוקר,for the morning
ברב,barb
שנתפס,caught
מכלא,from prison
המתוקים,the sweets
הסובייטים,the Soviets
הכוללת,including
צעדי,my steps
הרננדז,hernandez
השליחים,the Apostles
ולבכות,and to cry
חומרת,severity
תופת,inferno
מניאקים,maniacs
גנבנו,we stole
שהכנת,that you prepared
סמלי,symbolic
מחשיבים,calculate
הומי,homey
העצומה,the petition
אופציות,options
שהחלטתי,i decided
האוהבים,the lovers
החמאה,the butter
נבחרתי,i was chosen.
מתגאה,proud
תקבע,determine
רודולף,rudolph
רומאי,roman
טוויטר,twitter
בועה,bubble
מנהרת,tunnel
אחזקת,maintenance
לידע,inform
בלוטות,glands
שבעוד,while
ולפתוח,and open
שירצו,they will want
בעורף,in the rear
הניקיון,the cleanliness
התאהבת,you fell in love.
פדופיל,pedophile
טכניקות,techniques
מסמים,drugs
פנסים,flashlights
אוק,oak
לקרקס,to the circus
לקטוף,pick
הקיסרית,the Empress
לשבועיים,for two weeks
אפיל,apel
ונל,and Nell
משפיעים,influencers
קלאוד,cloud
העיתונאי,the journalist
קיווה,i hoped
האינסטינקט,the instinct
שתבחר,you choose
תיאורטי,theoretical
הטבור,the navel
ישנוני,sleepy
ובהצלחה,and good luck
מטאל,metal
מושבת,disabled
הכוורת,the hive
התחפושות,costumes
התרחיש,the scenario
והיפה,and the beautiful
סקובי,scooby
סטטיסטית,statistically
נדחף,pushed
לתכנת,program
הפיך,reversible
במצח,on the forehead
המפגר,the retard
ונשאר,and remains
כבודך,your Honor
העדין,the gentle
נותנות,giving
ששולט,who controls
הסגת,retreat
האינדיאני,the Indian
ניסיוני,experimental
מזעם,out of rage
שמוזר,strange
מסרון,from a message
וכה,and so
אנחה,sigh
הבוטנים,the peanuts
נפתר,solved
התזה,splash
ויתרה,gave up
בדף,on the page
גבהים,heights
קרומוול,cromwell
תקנו,fix
מיושנת,outdated
מדד,index
שבחדר,in the room
למכירת,for sale
הסוהרים,the guards
בדמות,in the form of
לגלם,embody
ליירט,to intercept
יחלים,will recover
קניית,buying
למוסקבה,to Moscow
תמיכת,support
לעבודת,for work
תסרוקת,hairdo
פרנואידי,paranoid
פקודת,order
וליהנות,and enjoy
להפציץ,bomb
מדליית,medal
